remarks,current_cin,to_delete,replace,cin_1,company_name_1,cin_2,company_name_2,cin_3,company_name_3
Company Names aren't Matching,CIN-1,U72300DL2005PTC140952,,U72300MH2005PTC417429,FIRSTMERIDIAN GLOBAL SERVICES PRIVATE LIMITED,U72300DL2005PTC140952,V5 GLOBAL SERVICES PRIVATE LIMITED,,
Company Names aren't Matching,CIN-1,U72900DL2002PLC114946,,U72900TS2002PLC185328,COFORGE SMARTSERVE LIMITED,U72900DL2002PLC114946,NIIT Smartserve Limited,,
Company Names aren't Matching,CIN-1,U72200MH2003PTC143263,,U72200TN2003FTC055285,ACENTRA HEALTH SOFTWARE INDIA PRIVATE LIMITED,U72200MH2003PTC143263,CLIENT NETWORK SERVICES INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-1,U72900KA2000PTC026794,,U72900MH2000PTC371989,AVEVA SOFTWARE PRIVATE LIMITED,U72900KA2000PTC026794,Skelta Software Private Limited,,
Company Names aren't Matching,CIN-1,U51505DL1999PTC098689,,U51505GJ1999PTC112745,MASTEK ENTERPRISE SOLUTIONS PRIVATE LIMITED,U51505DL1999PTC098689,TRANS AMERICAN INFORMATION SYSTEMS PRIVATE LIMITED,,
Company Names aren't Matching,CIN-1,U64200TG1995PLC044060,,U64200KA1995PLC148924,CONNEQT BUSINESS SOLUTIONS LIMITED,U64200TG1995PLC044060,Tata Business Support Services Limited,,
Company Names aren't Matching,CIN-1,U36991GJ2006PTC049275,,L36991GJ2006PLC049275,DOMS INDUSTRIES PRIVATE LIMITED,U36991GJ2006PTC049275,Writefine Products Private Limited,,
Company Names aren't Matching,CIN-1,U99999MH1996PTC096688,,U74110MH1996PTC096688,OWN INFRACON PRIVATE LIMITED,U99999MH1996PTC096688,OWN LEASING AND FINANCE PRIVATE LIMITED,,
Company Names aren't Matching,CIN-1,U72200MH1995FTC092611,,U74900MH1995FTC092611,NORTONLIFELOCK INDIA PRIVATE LIMITED,U72200MH1995FTC092611,Symantec Software India Private Limited,,
Company Names aren't Matching,CIN-1,U73100KA2004PTC034485,,U73100HR2004PTC125365,ACUITY KNOWLEDGE CENTRE (INDIA) PRIVATE LIMITED,U73100KA2004PTC034485,MOODY\X1AS ANALYTICS KNOWLEDGE SERVICES (INDIA) PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U65100GJ2008PLC077462,,U65100GJ2008PLC077462,EDELWEISS BROKING LIMITED,U65100MH2008PLC425999,NUVAMA WEALTH AND INVESTMENT LIMITED,,
Company Names aren't Matching,CIN-2,U72200KA2005PTC035598,,U72200KA2005PTC035598,AXA TECHNOLOGIES SHARED SERVICES PRIVATE LIMITED,U72200MH2005PTC296502,CAPGEMINI SOLUTIONS PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U80220MH1997PLC112535,,U80220MH1997PLC112535,IL & FS EDUCATION & TECHNOLOGY SERVICES LIMITED,U80220DL1997PLC398599,SCHOOLNET INDIA LIMITED,,
Company Names aren't Matching,CIN-2,U93090PN2006PTC144633,,U93090PN2006PTC144633,INVENTIV INTERNATIONAL PHARMA SERVICES PRIVATE LIMITED,U93090HR2006PTC101717,SYNEOS HEALTH INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U72400KA2002PTC030207,,U72400KA2002PTC030207,DATA TELESIS PRIVATE LIMITED,U72200TN2003PTC051154,GUARDIAN INDIA OPERATIONS PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,U31200MH1981FTC128292,,U31200MH1981FTC128292,ANCHOR ELECTRICALS PRIVATE LIMITED,U31200HR1981FTC088701,PANASONIC LIFE SOLUTIONS INDIA PRIVATE LIMITED,,
Company Names aren't Matching,CIN-2,L28113DL2010PLC210819,,L28113DL2010PLC210819,ORIENT REFRACTORIES LIMITED,L28113MH2010PLC312871,RHI MAGNESITA INDIA LIMITED,,
Company Names aren't Matching,CIN-3,"U63040DL1997PTC085860, U63040RJ1997PTC049661",,U63040DL1997PTC085860,ACQUIRE SERVICES,U63040RJ1997PTC049661,ACQUIRE SERVICES PRIVATE LIMITED,U63040DL1997PTC363673,INTERGLOBE ENTERPRISES PRIVATE LIMITED
Different Company Names,Different Companies,,,U45200HR2013PTC049491,RAM KUMAR CONTRACTOR PRIVATE LIMITED,U14101RJ1990PLC005641,SHRI AHIMSA NATURALS LIMITED,,
Different Company Names,Different Companies,,,U72300TN2008PTC067685,EMBEDUR SYSTEMS(INDIA) PRIVATE LIMITED,U24231GJ1989PLC013141,SUDEEP PHARMA LIMITED,,
Different Company Names,Different Companies,,,U01100PB2021PLC054489,SAEL AGRI COMMODITIES LIMITED,U45200DL2007PTC160318,TRIDENT HILLS PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74999GJ2020PTC113544,NANASA PIDGAON ROAD PRIVATE LIMITED,L61200MH2021PLC372756,TRANSINDIA REAL ESTATE LIMITED,,
Different Company Names,Different Companies,,,U72200AP1997PTC028231,MIRACLE SOFTWARE SYSTEMS (INDIA) PRIVATE LIMITED,U45201PN2002PLC143638,Ventive Hospitality Limited,,
Different Company Names,Different Companies,,,U72200DL1987PTC026587,INFRES METHODEX PRIVATE LIMITED,U67120MH1992PTC069475,SECURITIES HOLDINGS (INDIA) PVT LTD,,
Different Company Names,Different Companies,,,U31300DL1985PLC022737,BANSAL WIRE INDUSTRIES LIMITED,U72200MH2000PTC128481,PEN INDIA PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74899DL1975PTC007735,BLISS ANAND PRIVATE LIMITED,U72900MH2020PTC335766,MATRIX MOON PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U29308GJ2019SGC110395,MUNDRA SOLAR ENERGY LIMITED,U37003MH2005PLC152235,SFC ENVIRONMENTAL TECHNOLOGIES LIMITED,,
Different Company Names,Different Companies,,,U45203TN2008PLC069210,KALYAN HALOL-SHAMLAJI TOLLWAY LIMITED,U28113MH1996PTC096835,VIRAJ PROFILES PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U67120MH1979PTC021592,S C FINANCE AND INVESTMENTS PRIVATE LIMITED,U36911DL2011PTC215029,S V DIAMONDS PRIVATE LIMITED,,
Different Company Names,Different Companies,,,L24231GJ2003PLC042988,ANUPAM RASAYAN INDIA,U67100HR2021FTC095913,CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74140DL2012PTC243741,INDUS BEST MEGA FOOD PARK PRIVATE LIMITED,U51109BR2006PTC012001,INDUS MULTI SERVICES PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74999MH2014PLC255811,CALIBER MINING AND LOGISTICS LIMITED,U26999UP2019PTC122527,KANODIA CEM PRIVATE LIMITED,,
Different Company Names,Different Companies,,,L65190MH1992PLC066228,MUTHOOT MICROFIN,U51909MH1993PTC240089,REYNOLD TRADERS PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U01132WB1984PLC037219,A J ENTERPRISES LTD,U67120MH2004PTC145707,A S STOCK BROKING AND MANAGEMENT PRIVATE LIMITED,U45200DL2007PTC157662,A S TECHNOBUILD PRIVATE LIMITED
Different Company Names,Different Companies,,,U28100DL2006PLC351316,GREENBERRY FOILS INDIA LIMITED,U23200HR2005PTC078211,SEMBCORP GREEN INFRA PRIVATE LIMITED,U70109WB2022PTC257441,UPRISE SHELTERS AND AGENCY PRIVATE LIMITED
Different Company Names,Different Companies,,,U70103TN2007PTC062449,M A ALAGAPPAN HOLDINGS PRIVATE LIMITED,U15310DL2012PTC233415,M M PULSES PRIVATE LIMITED,U36910MH2004PTC144893,M U JEWELLERS PRIVATE LIMITED
Different Company Names,Different Companies,,,U74999MH2008PTC187222,BORDERLESS ACCESS PANELS PRIVATE LIMITED,U02423GJ2005PTC094538,MAPAEX REMEDIES PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74110MH2010PLC199072,EURO PRATIK SALES LIMITED,L55101AP1989PTC009734,MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,U85110HR1987PLC035823,PARAS HEALTHCARE LIMITED.
Different Company Names,Different Companies,,,U52100MH2007PTC432764,HERMES INDIA RETAIL & DISTRIBUTORS PVT. LTD.,L45201DL1983PLC017029,INTERARCH BUILDING PRODUCTS LIMITED,,
Different Company Names,Different Companies,,,U36990MH2022PTC391262,SJW SHIVAM JEWELS PRIVATE LIMITED,U70200WB2022PTC257437,SNOWBALL SHELTERS AND DWELLERS PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U45500GJ2018PTC101970,BILASPUR PATHRAPALI ROAD PRIVATE LIMITED,U74994DL2004FTC350283,CHANEL (INDIA) PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U70100MP2010PTC024832,SUPER CONSTRUCTION (INDORE) PRIVATE LIMITED,U74899DL1992PLC047694,SUPER PROMPT HOLDINGS LIMITED,,
Different Company Names,Different Companies,,,U72200KA2008PLC045995,IVALUE INFOSOLUTIONS LIMITED,U72502MH2020FTC346777,RAIDEN INFOTECH INDIA PRIVATE LIMITED,,
Different Company Names,Different Companies,,,U74140WB2005PLC105342,VIDULA CONSULTANCY SERVICES LIMITED,U27209WB2003PLC237675,VISA INDUSTRIES LIMITED,,
,CIN-2,U80301HR2006PTC057821,,U80301HR2006PTC057821,BC EXAMINATIONS AND ENGLISH SERVICES INDIA PRIVATE LIMITED,U80301DL2006PTC401147,IDP EDUCATION EXAM SERVICES PRIVATE LIMITED,,
,CIN-1,U55101TG1989PTC009734,,L55101AP1989PTC009734,MANOJ VAIBHAV GEMS 'N' JEWELLERS PRIVATE LIMITED,U55101TG1989PTC009734,Vaibhav Empire Private Limited,,
